Gene	Sendai Day 0 rep1	Sendai Day 0 rep2	Sendai Day 0 rep3	Sendai Day 7 rep1	Sendai Day 7 rep2	Sendai Day 7 rep3	Sapporo Day 0 rep1	Sapporo Day 0 rep2	Sapporo Day 0 rep3	Sapporo Day 7 rep1	Sapporo Day 7 rep2	Sapporo Day 7 rep3	Sapporo Day 31 rep1	Sapporo Day 31 rep2	Sapporo Day 31 rep3
cta_FBgn0000384_LOC123770742	0	0	0	0.316473	0.808753	0.441718	0	1.436969	0	0.632079	0	0	1.454237	1.706475	0.464306
NA_NA_LOC123770745	0	4.088779	0.316516	3.592182	0.811027	3.649287	1.958976	3.213062	0	1.108752	7.165791	0.399332	262.194438	3.706639	153.334972
NA_NA_LOC123770746	0	0.982937	0	15.14738	11.495545	12.752324	0	0	0	0.699587	3.036439	0	57.040973	83.804747	3.816256
NA_NA_LOC123770751	0.527924	39.344646	1.889078	125.446039	52.580302	28.129003	0	10.778231	0.487117	62.604143	368.152557	0	51.243716	80.469775	37.608043
NA_NA_LOC123770754	0	95.755477	0	2.914838	150.532522	11.666092	0	0	0	0.403158	0	0	42.154143	13.527602	30.535655
NA_NA_LOC123770758	0	2.947647	0.137212	13.18504	42.641196	20.062545	0.388019	0	0	2.31659	30.88038	0	3.411825	8.078598	7.768102
NA_NA_LOC123770760	1.889909	355.202749	0.300503	105.463008	75.024354	201.928159	1.542132	2.999147	3.770574	80.761828	106.055567	1.212101	264.257013	836.015008	259.463994
NA_NA_LOC123770762	318.126224	6176.862224	56.115465	2094.99969	1393.870989	4493.896064	24.125017	51.250353	74.093217	2035.130581	1319.572867	14.652544	2695.570011	3973.124086	1815.01664
NA_NA_LOC123770763	3.279536	565.195788	5.868505	429.3907	196.419668	539.62513	2.128149	73.176866	4.01722	423.315726	2.936156	1.344795	551.841612	952.191388	486.828409
NA_NA_LOC123770764	0	3.360393	0.35369	1.430737	3.730075	5.821818	0	0	0	2.147614	0	0	0.339304	4.775746	1.288446
NA_NA_LOC123770772	34.687229	3033.861993	299.820665	15373.84505	11883.91128	23134.76506	64.075855	153.181553	40.216907	6696.46986	160.461822	46.782891	12364.38595	21932.26859	12427.53206
NA_NA_LOC123770775	1.334431	79.249499	47.215633	1823.191559	1694.056851	2934.294038	0.676997	7.402574	1.250103	212.958769	0.719762	0.657946	943.961412	2899.570589	459.07883
NA_NA_LOC123770785	0	1.294138	0	0	0	0	0	0	0	0	20.934823	0	0	0	0
NA_NA_LOC123770786	0	1.234351	0	0	0	0	0	0	0	0	22.257465	0	0	0	0
NA_NA_LOC123770790	11.093413	114.764595	0	1.058443	0	1.042755	0	0	2.465688	2.755242	106.191169	0.356731	4.856425	0	0.57396
NA_NA_LOC123770792	3.582721	33.000244	0	0	0	0	0	0	0	0.613095	0	0	0	0	0
NA_NA_LOC123770793	16.028476	153.334634	0	0.876498	0	1.942494	0	0	0	2.057395	13.580786	0	1.093384	0	0.372157
NA_NA_LOC123770794	10.252479	75.030838	0	0	0	0	0	0	5.985089	0.47897	8.31769	0.333612	0.11408	0	0.17415
NA_NA_LOC123770795	4.902792	43.45984	0	0	0	0	0	0	0.735029	0	1.803129	0	0.113788	0	0
NA_NA_LOC123770796	24.972158	815.978688	0	3.83779	0.608904	9.593966	2.114422	0.480618	12.219059	40.280411	327.551491	1.297844	35.844753	5.404854	1.343975
NA_NA_LOC123770797	0.427622	74.697302	0	0	0	0.402333	0	0	1.804903	0	225.48696	0	1.913957	0	0
NA_NA_LOC123770798	7.504477	2.894845	0	0	0	0	0	0	0.062764	0	89.291013	0	0	0	0
NA_NA_LOC123770799	45.360673	223.919256	0.409848	1.424286	3.517225	6.769006	0	0	0.85841	4.245398	203.924579	0	1.755009	0	0
CG33978_FBgn0053978_LOC123770809	0.239212	1.311849	0.150451	3.576852	7.327382	6.283004	0.115929	0.934752	0.155534	3.680595	2.515576	0	2.304668	1.78461	1.624356
NLaz_FBgn0053126_LOC123770817	7.373364	58.075765	2.790564	123.682053	525.87805	203.567489	0.709623	0.147911	2.288286	32.160853	17.006398	1.057114	29.436269	14.335601	10.244712
NLaz_FBgn0053126_LOC123770819	0.526194	70.187574	0	124.226609	260.106784	342.66129	0	2.144218	0.47903	25.611893	222.305141	0	99.567242	37.601226	34.180624
NLaz_FBgn0053126_LOC123770820	0	103.156052	0.707495	152.377628	417.032681	247.858434	0	0	0	49.455839	235.884381	0.429271	56.000928	64.374434	31.210499
NLaz_FBgn0053126_LOC123770821	0.199253	78.527517	0.529526	150.58599	358.995386	277.354316	0	1.499923	1.289057	53.86059	220.162587	0.485928	201.408895	71.405737	72.870637
NLaz_FBgn0053126_LOC123770822	0	28.237868	0	54.558201	110.481364	149.835874	0	0	0	12.681976	85.022171	0	30.747527	14.200073	7.993651
Pu_FBgn0003162_LOC123770827	2.186041	13.270856	0.525136	57.384023	69.680206	85.592809	0.216607	5.410308	0.236828	63.931454	6.429752	0.279156	75.126243	159.041876	39.05436
RpII215_FBgn0003277_LOC123770831	0.473066	2.227405	0.742221	2.674348	3.782103	4.978731	0.114589	1.231807	0.246149	2.289845	1.274625	0.167047	3.404112	4.945943	4.494289
stan_FBgn0024836_LOC123770832	0.157473	1.071466	0.146146	3.553295	8.343117	7.01099	0	0.320324	0.075506	1.109431	0.148903	0	2.995495	1.779738	3.023386
trol_FBgn0284408_LOC123770855	4.379704	8.759587	2.578402	26.855448	31.402241	38.96775	0.956074	5.533433	0.896411	8.074404	3.226783	0.579624	13.779981	17.066672	19.022033
NA_NA_LOC123770866	0	0	0	2.124916	1.816878	1.835725	0	1.982108	0.903297	3.241704	0	0	0.123092	0.389679	0.884113
CG15890_FBgn0030576_LOC123770875	0	0.223601	0	0.514638	0.207811	0.887649	0	0.032855	0	0.491787	22.919212	0	1.039649	0.235429	0.460355
Tret1-2_FBgn0033644_LOC123770879	0	6.783644	0	6.247934	17.8164	18.278617	0.182238	0	0.397173	9.00401	1.72124	0	39.120885	21.297867	31.074032
NA_NA_LOC123770880	0	2.151187	0	0	0	4.03158	0	0	0	2.667773	0	0	2.337959	17.363611	2.001364
NA_NA_LOC123770895	0	61.424457	0	23.810519	46.563088	0	1.245337	0	1.463984	23.017029	28.77958	0	69.964395	67.184955	19.277758
stan_FBgn0024836_LOC123770902	0	0	0	0.30754	2.068535	1.070413	0	0.09217	0	0.224459	0.269555	0	0.510658	0.179391	0.746423
dlt_FBgn0024510_LOC123770903	0.815168	0.232519	0	2.134144	5.434738	2.220737	0	0.941737	0.079426	3.888552	0.914648	0.382217	5.498351	6.762518	2.73836
NA_NA_LOC123770930	0.996612	42.288689	11.550965	259.649105	1497.042427	1046.440689	3.874011	0.36467	0	92.521432	1.255906	0.49155	139.707149	323.970653	176.089712
NA_NA_LOC123770931	0	0	0	12.847607	45.264739	16.08757	0	0	0	2.655171	1.033832	0	2.914266	168.952174	1.454763
NA_NA_LOC123770934	0	1.668901	0	1.654693	2.525768	3.848527	0	0	0	0	0	0	0.765768	4.857785	1.982615
NA_NA_LOC123770935	13.079025	912.028695	5.892272	1364.45277	392.427953	1328.219256	11.612063	64.681958	15.558288	232.777159	2.576781	5.508795	755.558851	1426.98163	612.348346
NA_NA_LOC123770937	0	0	0	0	2.555366	0	0	19.682738	0	0	0	0	0	0	0
NA_NA_LOC123770938	0	0	0	0	8.464543	1.111008	0	39.199705	0	0	0	0	0	0	0
NA_NA_LOC123770939	0	0	0	0	12.676757	0.679404	0	53.292144	0	0	0	0	0	0.162761	0
NA_NA_LOC123770941	5.949948	166.79528	0	0	0	0	0	0	0.977464	0.707553	1.192069	0	0	0	0
NLaz_FBgn0053126_LOC123770945	4.837622	93.720126	0.609563	158.52885	449.138508	220.160565	0.973646	0	0	54.486986	10.459584	0.646706	29.720846	21.910148	14.788846
mbt_FBgn0025743_LOC123771016	0.872378	1.322792	0.407231	3.048675	5.671216	5.29422	0.376686	1.306741	0.337705	3.55187	1.702544	0.318383	3.965354	5.269745	4.506185
CG16758_FBgn0035348_LOC123771018	0.557487	5.401663	0.393298	35.970159	67.300383	50.725066	0.094847	0.88703	0	44.861012	64.851015	0.460889	35.880573	43.132635	22.700675
NA_NA_LOC123771024	0	0.152067	0.106677	1.988232	6.187175	3.685229	0	0	0	0	0	0	0.821181	0.144042	0.153491
NA_NA_LOC123771056	25.86023	3.89238	28.986474	27.627148	50.006174	28.372935	9.127685	51.267711	22.617475	32.603117	10.428837	0.929141	1.670882	4.113115	2.317169
verm_FBgn0261341_LOC123771063	74.009844	58.341927	5.067933	262.573967	833.760952	601.233954	1.757255	10.645815	0.607338	166.765508	353.540222	1.266345	151.808739	135.957151	133.031007
Neto_FBgn0265416_LOC123771069	11.22648	5.060787	9.94616	4.610668	3.776332	4.757007	6.639383	14.293077	6.806123	7.148553	9.353288	4.798215	5.270586	6.998606	6.924625
CG4238_FBgn0031384_LOC123771076	0.142388	0.054691	0	0.808847	0.980535	1.699087	0	0.175329	0	0.607445	0.554819	0	1.851537	1.673589	3.728885
DAAM_FBgn0025641_LOC123771077	0.435769	3.272062	0.219369	5.935305	4.343349	6.337135	0.20498	1.928232	0.117594	1.998047	3.53094	0.075651	3.457263	13.162573	5.633121
CG9727_FBgn0037445_LOC123771080	1.01058	0.158292	0.166564	0.757067	2.867897	1.574539	0.160271	0.471336	0.174431	1.378684	0.334188	0.077881	3.16528	4.042935	1.946242
CG7324_FBgn0037074_LOC123771103	0	0	0	0.917681	1.947133	2.119167	0	0.449891	0	1.452065	0	0	1.199632	0.743612	1.247878
Nrg_FBgn0264975_LOC123771104	0.447394	7.507903	1.760425	80.757604	387.795923	402.437733	0.053895	2.239456	0.234922	27.992735	0.1146	0	45.828499	48.66669	49.917353
CG6293_FBgn0037807_LOC123771107	0	0.443221	0	0.244041	0.758164	0.690754	0	0.386401	0	1.322811	1.349318	0	1.542479	6.809779	3.170038
Tep2_FBgn0041182_LOC123771108	1.627342	3.448879	0.275396	9.110655	14.768845	22.176864	0.216975	1.244442	0.219593	10.878834	7.668147	0.047122	12.721937	15.357476	15.382168
NA_NA_LOC123771117	0.144029	5.466959	0.521796	50.506692	98.944376	60.080942	0.907636	12.090989	1.353518	61.751976	20.201452	0.646561	19.463338	32.680899	28.519395
mRpL37_FBgn0261380_LOC123771128	18.137489	17.822934	13.720074	20.846333	26.219598	24.901591	10.47259	132.54455	12.870004	26.273666	16.60841	12.882722	15.244609	18.394645	19.888955
DENR_FBgn0030802_LOC123771143	33.988348	53.880816	28.069759	44.088262	48.440511	44.808098	18.11828	151.714228	45.812345	31.585123	24.672313	16.541027	31.763961	40.157269	31.806307
bmm_FBgn0036449_LOC123771148	0.339092	0.844212	0.359406	7.67164	9.086047	4.914982	0.23165	0.895465	0.631289	3.261922	0.477072	0.244519	3.484726	2.898845	4.37816
NA_NA_LOC123771151	4.934902	12.178921	12.371715	65.915634	67.140829	58.683954	4.87488	5.151804	6.302579	46.91562	38.201863	7.296574	85.352635	68.328358	45.375437
NA_NA_LOC123771156	1.17118	6.104406	0.172729	24.084099	60.002105	39.497509	0.055059	5.159508	0	22.169426	19.76012	0	24.323438	73.739145	43.128219
NA_NA_LOC123771157	0	0.120463	0	0.801989	2.040641	0.919763	0	0	0	0.88905	0.183677	0	1.702382	5.386255	0.578248
NA_NA_LOC123771162	0	8.945713	0	0	162.627431	0	4.282889	0	0	0.548118	0	0	115.817382	0.734265	8.317238
NA_NA_LOC123771236	2.037141	41.378146	0.635281	182.977788	305.251796	239.123218	0.405316	17.294266	0.554729	184.240291	82.428478	0.789796	218.76221	107.307673	148.364788
NA_NA_LOC123771270	0	0	0	0	4.551997	0.414239	0	14.90226	0	0	0	0	0	0	0
NA_NA_LOC123771271	0	0	0	0	5.102346	0	0	5.652013	0	0	0	0	0	0	0
NA_NA_LOC123771273	0	0	0	0	3.438226	0	0	8.094977	0	0	0	0	0	0	0
NA_NA_LOC123771274	0	0	0	0	2.712858	0	0	21.355763	0	0	0	0	0	0	0
NA_NA_LOC123771276	0	0	0	0	2.015447	0	0	44.452594	0	0	0	0	0	0	0
NA_NA_LOC123771278	0	0	0	0	1.084069	0	0	20.813389	0	0	0	0	0	0	0
NA_NA_LOC123771284	2.179031	3.838182	2.444922	5.331229	6.381034	9.193876	1.521013	16.035837	8.537299	5.649226	2.51689	1.873631	5.086304	4.24655	4.199543
NA_NA_LOC123771285	0	0	0	0	6.088595	0.279086	0	29.617252	0	0	0	0	0	0	0
NA_NA_LOC123771288	0	0	0	0	6.024669	0	0	36.679065	0	0	0	0	0	0	0
NA_NA_LOC123771290	0	0	0	0	2.212638	0.284688	0	32.826773	0	0	0	0	0	0.239473	0
CG11670_FBgn0038114_LOC123771293	0	0.202117	0.239266	0.941723	4.180186	5.237754	0	0.330604	0	1.632421	0.269246	0	5.870754	2.154527	1.875791
NA_NA_LOC123771350	0	0	0	0	1.681523	0	0	48.452227	0	0	0	0	0	0	0
cad_FBgn0000251_LOC123771381	0	0.146547	0	0.356064	3.184148	1.406468	0	0	0	0.312112	0	0	1.676735	0.693958	1.229442
NA_NA_LOC123771384	0	0	0	0	3.15649	0.274344	0	10.913222	0	0	0	0	0	0.231933	0
NA_NA_LOC123771402	0	0	0	0	1.811254	0	0	16.002371	0	0	0	0	0	0	0
NA_NA_LOC123771403	0	0	0	0	2.362164	0.247128	0	8.7839	0	0	0	0	0	0	0
NA_NA_LOC123771404	0	0	0	0	9.510455	2.185445	0	42.200533	0	0	0	0	0.375453	0	0
form3_FBgn0053556_LOC123771433	0.235352	0.521685	0.018881	1.176984	2.487725	1.997052	0.036336	0.293947	0.019798	0.657104	3.175076	0.034431	1.677175	1.042488	2.008205
CG16791_FBgn0038881_LOC123771439	2.245132	4.501662	2.805822	1.228472	3.497657	2.826231	2.96729	1.69683	3.267156	3.660157	1.22341	0.7497	1.256813	2.441166	1.952309
Vha68-2_FBgn0263598_LOC123771441	5.323698	19.453517	4.870212	19.047779	48.272656	42.720748	1.902288	10.688475	4.197438	14.557033	15.773389	1.201847	36.262872	40.652835	31.694352
boi_FBgn0040388_LOC123771445	0.312665	1.788765	0.454677	5.901589	11.742647	11.389094	0.285357	0.330377	0.621913	3.314188	0.420069	0	2.659619	3.670511	1.950195
rau_FBgn0031745_LOC123771462	0	0.08816	0	1.202021	2.799285	4.360262	0	0.070982	0	0.896637	0.022862	0	1.530368	1.284642	0.850866
Vha44_FBgn0262511_LOC123771463	1.995919	10.066315	4.74445	11.283482	23.166099	16.903814	1.071776	4.381459	3.484162	5.696577	9.901821	0.223363	16.865762	28.863085	16.178619
C1GalTA_FBgn0032078_LOC123771467	0.384623	0.34763	0	0.349445	0.818952	1.03879	0	0.089234	0	0.087361	0.176619	0	0.569958	0.437101	3.426464
fs(1)N_FBgn0004650_LOC123771472	0	0	0	0	1.027176	0.180218	0	6.600095	0	0.020207	0	0	0	0	0
His2A:CG33859_FBgn0053859_LOC123771502	0.723746	0.095141	0	1.504032	1.627187	2.398877	0.096331	0.615731	0	2.673711	0.307249	0.186773	3.445454	6.309511	4.377139
NA_NA_LOC123771606	0	4.301243	0.252052	5.674865	5.630664	5.79417	0	0	0	6.664306	91.167945	0	6.494736	2.541465	4.857195
NA_NA_LOC123771618	0	0	0	1.501424	1.830179	0.90183	0	0	0	2.12595	0	0	0.240927	0.334022	0.306492
NA_NA_LOC123771620	0.169359	0	0.297054	44.741572	102.567624	64.764876	0	0	0	19.734078	11.068325	1.526444	26.63269	48.234464	9.537424
alphaTub84B_FBgn0003884_LOC123771625	0	0	0	0	3.54244	0.271931	0	26.467345	0	0	0	0	0.10898	0	0
alphaTub84B_FBgn0003884_LOC123771626	0	0	0	0.114461	4.731953	0	0	20.076834	0	0	0	0	0	0	0
S_FBgn0003310_LOC123771631	0	3.588854	1.273236	14.348405	14.345427	15.964635	0	0.757949	0	6.043155	0	0	5.739486	5.869062	11.434177
wupA_FBgn0283471_LOC123771696	27374.81319	11859.2768	20213.71778	19173.91347	6857.914028	7481.008	28596.97769	13494.71385	42228.18012	20730.37741	19091.2189	33307.39969	18162.23041	11108.08682	12696.00816
CG10737_FBgn0034420_LOC123771715	70.86775	35.730457	77.587614	23.118483	18.963767	29.628854	59.529844	3.612331	58.506561	52.778778	50.477697	36.027427	34.352702	53.125139	50.170114
CG2065_FBgn0033204_LOC123771716	0.570502	1.346036	0.168972	2.968173	3.863834	8.555244	0.128303	1.105978	0.157115	1.855614	1.282236	0.202626	3.957688	4.262043	6.040195
CG43163_FBgn0262719_LOC123771726	0.249402	1.056796	0	5.162217	10.828635	10.139758	0	0.281796	0	3.248493	0.381603	0	5.537551	4.253382	5.229474
alphaTub84B_FBgn0003884_LOC123771735	20.472909	135.51393	17.382328	232.654989	464.283608	492.316674	26.573496	20.280238	32.082072	380.328374	1420.481319	30.666796	238.787314	287.560889	387.019913
FucTC_FBgn0044872_LOC123771742	0.165596	0	0	1.427054	1.484873	4.535797	0	0	0	0.442017	0.22285	0	0.82923	1.208345	0.586571
NA_NA_LOC123771750	29.554748	92.460096	0.351301	0.682338	0.856973	2.214356	0.113623	0.122678	1.109394	4.287424	19.929752	0	3.93358	0.547693	0.689129
NA_NA_LOC123771767	0	0	0	0	20.889817	0	0	450.144271	0	1.597168	0	0	0	2.694437	0
NA_NA_LOC123771796	0	19.556836	10.570319	12.892767	30.992561	28.260737	0.590465	0	0.386578	6.635682	179.964266	0.345345	2.316486	2.287389	10.103455
CG13937_FBgn0035287_LOC123771849	0.132165	0	0.233567	2.967254	10.431191	6.44702	0.836323	0	0	3.996509	0.415754	0.814426	8.357105	7.39913	10.61001
CG18304_FBgn0031869_LOC123771865	134.685095	53.820683	71.068897	47.685126	24.637564	23.811869	45.300126	29.908559	62.239239	54.324239	83.455508	37.400434	27.707552	35.102252	43.974014
Sln_FBgn0033657_LOC123771873	0.124759	4.830635	0	5.21138	8.161053	7.46011	0	0.845377	0.286811	5.472188	2.415738	0.204634	8.656422	13.680887	5.697295
Ntan1_FBgn0034371_LOC123771875	0.53605	3.49514	0.108613	8.650738	4.30463	17.436129	0.276253	0.558146	0.221506	3.87592	0.961295	0.135424	16.78022	21.180016	10.698769
su(r)_FBgn0086450_LOC123771880	8.104126	7.879194	4.726918	23.734371	45.125785	31.992548	2.840399	4.565577	3.857046	16.470441	10.885451	1.671311	45.344112	39.859334	32.238019
Naa40_FBgn0039687_LOC123771881	1.861425	5.200616	1.292668	11.033682	14.614738	22.903818	0.545345	3.568759	2.098441	5.823062	1.311614	0.670075	14.322293	21.623801	18.186209
Zip89B_FBgn0038412_LOC123771885	0	0.433469	0	3.075784	4.357076	4.8194	0	0.207394	0	4.404801	0.572568	0	4.792105	5.179214	5.680811
CG7049_FBgn0035102_LOC123771886	5.368166	11.239552	0.422224	36.618359	37.322462	44.453139	0.348275	8.974824	0.203006	18.847053	11.838275	0.113583	74.215288	127.51573	104.736709
CG7049_FBgn0035102_LOC123771887	3.086411	15.598923	0.181784	31.977708	56.579841	61.074486	0.828227	4.881466	0.368875	26.052693	12.572597	0.589317	143.078593	378.288873	160.627817
aop_FBgn0000097_LOC123771903	0.508997	0.609059	0	2.821157	4.609503	8.245171	0.286826	1.184291	0.156019	8.712133	3.282733	0.78516	6.5303	5.837424	5.348354
Hip14_FBgn0259824_LOC123771908	0	0.218459	0.20223	0.706841	1.073068	0.492927	0	0.071283	0	0.928993	0	0	0.989667	1.136559	0.947382
NA_NA_LOC123771924	1.644509	2.266958	0.781192	4.443931	7.219894	4.808006	2.06573	147.942187	1.952101	2.521348	1.471084	1.915022	8.118473	8.081489	7.633565
NA_NA_LOC123771927	3.307996	2.608551	0.815756	75.306641	139.17378	95.478012	2.058615	17.570384	0.531518	188.998836	37.213926	9.903647	75.854784	101.003011	20.207371
CG1622_FBgn0030468_LOC123771931	1.995761	2.330819	1.288967	12.851683	19.968947	20.166769	0.422714	3.674125	0.87219	9.801085	6.98915	0.325579	15.073211	29.128318	5.797334
ITP_FBgn0035023_LOC123771935	0	0.949236	0	9.638001	12.381505	8.831965	0	0	0	17.906086	3.358674	0.085007	2.912288	2.240699	2.139421
NA_NA_LOC123771956	3.171852	10.329483	3.078664	97.366786	69.754768	44.248931	1.847178	11.193549	2.215595	35.909141	21.121123	1.352033	139.663267	51.081826	17.317123
CG4115_FBgn0038017_LOC123771969	0	0	0	0	6.378975	0.150925	0	55.874181	0	0	0	0	0	0	0
CG4115_FBgn0038017_LOC123771970	0	0	0	0	5.819448	0.997247	0	76.510581	0	0	0	0	0	0	0
NA_NA_LOC123771975	4.60876	5.435103	4.63778	10.441464	7.494098	9.3831	4.158165	16.632459	6.242854	10.233476	4.380409	4.077529	3.958793	5.071768	4.230456
CG34355_FBgn0085384_LOC123771982	0.746924	2.286523	0.607005	4.301046	17.205134	9.697551	0.151802	1.611017	0.165698	2.856088	29.896205	0.049424	8.334669	6.02091	9.133475
NA_NA_LOC123771996	18.824502	41.272245	25.199455	243.125219	443.138466	481.541952	19.925987	84.691661	7.986778	173.570899	128.222275	16.779431	37.229751	89.871853	113.635935
NA_NA_LOC123772035	5.045136	9.613404	28.522909	2.253265	2.411849	1.574261	6.59386	1.121888	12.113473	4.185183	5.065752	5.384871	8.25479	7.139126	3.746104
CG4115_FBgn0038017_LOC123772041	0	0	0	0	5.646953	1.450962	0	41.893238	0	0	0	0	0	0	0
CG4115_FBgn0038017_LOC123772043	0	0	0	0	4.988089	0	0	78.472599	0	0	0	0	0	0.47192	0
Gyg_FBgn0265191_LOC123772071	1841.276216	1033.028976	1089.029517	712.630314	269.901953	462.331563	484.094777	320.302033	1112.54025	430.432647	469.772124	478.014139	748.538194	802.612085	506.90133
NA_NA_LOC123772086	9.348555	16.512792	9.741053	706.045234	1082.553601	904.558687	2.273642	11.155731	5.190963	574.682274	88.588904	24.961156	257.747227	497.636065	150.418368
NA_NA_LOC123772087	0.210022	0.435992	0.225622	12.223922	23.170279	20.014023	0.058773	4.673031	0	16.06278	0.192612	0.783251	2.331331	11.087621	2.70708
NA_NA_LOC123772089	0	0	0	90.034015	191.143056	103.462398	0	0	0	152.875713	8.508252	3.3875	10.128443	21.09329	4.541571
NA_NA_LOC123772091	1.317615	0.720349	0.859021	0.331849	0.596885	0.543663	0.604219	2.981103	0.931443	0.866357	0.692287	0.507618	0.390558	0.244318	0.616035
MICU3_FBgn0038735_LOC123772097	9.968787	8.787881	8.950192	5.827197	8.983436	8.110506	7.365552	12.671324	9.145148	9.372709	12.863922	5.530631	6.4991	8.380348	4.920109
qvr_FBgn0260499_LOC123772115	33.673402	3.067578	10.613561	4.383728	3.451082	4.299439	12.74754	2.982164	16.953093	13.950553	12.512763	4.630677	7.336756	8.408512	11.372201
Prat_FBgn0004901_LOC123772117	0	0.711996	0	3.30555	5.70414	6.251265	0	1.567764	0	2.493936	0	0	27.675116	4.139331	11.303196
NA_NA_LOC123772119	1.654781	3.913096	7.686116	9.300388	12.714033	14.447591	1.310664	3.989765	2.305897	12.795853	89.684136	0.533696	26.901458	29.48303	44.866078
Syt1_FBgn0004242_LOC123772123	0	3.044534	0.376966	0.928038	3.39451	1.739024	0	0.439666	0.886005	0.380297	0.14407	0	3.739292	2.928562	2.667799
NA_NA_LOC123772124	0.203626	4.408912	1.323993	5.675216	19.381415	14.445496	0.396293	4.784745	0.548603	5.846112	17.472021	0	18.001866	15.22464	10.830459
CG31345_FBgn0051345_LOC123772168	46.442346	274.015428	55.52076	822.261484	1232.88229	1938.571657	33.820241	63.674707	16.65932	712.438443	36.109113	12.236559	647.304226	907.271357	727.832134
CG6723_FBgn0037895_LOC123772183	0	0.119144	0	9.54861	16.351521	28.669087	0.120029	0	0	14.028954	2.144949	0	19.894602	42.492822	22.338933
NA_NA_LOC123772186	0	0	0	0	1.188549	0.210381	0	16.253529	0	0	0	0	0	0	0
Cpr47Ef_FBgn0033603_LOC123772188	0	1.659182	0	5.032436	34.136985	11.804141	0	0	0	4.106937	61.440814	0	0.54927	1.940594	0.426491
Edg78E_FBgn0000551_LOC123772194	6.690229	51.139127	0	0.683073	3.219738	10.726365	0	0	0.825091	0.595264	877.923803	0	1.69189	1.587131	1.152384
Cpr65Eb_FBgn0035736_LOC123772195	375.977041	3029.915762	1.451505	4.522418	4.579406	46.915045	2.385015	0	38.104559	14.228343	409.248482	0.386154	11.89814	20.372454	1.035837
Cpr65Eb_FBgn0035736_LOC123772196	22.513368	218.324185	0	6.612907	3.094953	8.707142	0.615523	0	4.223443	6.023777	172.169581	0	0.809022	0	1.092943
Cpr67Fb_FBgn0036110_LOC123772197	102.550302	814.323862	0	0	0	0.536283	0	0	13.487952	0.447422	67.08121	0	0	0.299986	0
Cpr65Eb_FBgn0035736_LOC123772199	517.355201	1440.661696	2.770282	17.325782	5.244136	25.338758	0.870977	1.286998	2.920978	12.647595	424.569848	0.579227	12.21686	7.318094	23.053218
Cpr65Eb_FBgn0035736_LOC123772200	70.80343	387.655182	0	2.05004	0	4.802448	0	0	1.99928	6.199176	287.886311	0	4.26041	3.247631	0
Cpr67Fb_FBgn0036110_LOC123772205	254.771737	511.832468	0	0	0	0.682936	0	0	1.689541	0	121.542535	0	0.9654	0	1.61742
Cpr67Fb_FBgn0036110_LOC123772206	1943.919573	3113.911062	3.495543	10.487181	5.26346	46.603508	2.681783	0	15.766161	76.670731	1118.769253	2.065862	26.04152	51.384631	27.847797
Cpr67Fb_FBgn0036110_LOC123772207	95.925615	643.803678	0	0	0	0	0.473898	0	1.549237	0.664557	700.966597	0	0.787454	0	0
m_FBgn0002577_LOC123772213	0	0.11647	0	0.519405	8.003814	1.47671	0	0.084883	0	0.327434	0.083793	0	0.352715	0.38613	0.386632
CG10433_FBgn0034638_LOC123772215	0	2.327691	0	4.769309	5.466662	4.329177	0	0.599176	0	7.636643	23.363708	0	14.006172	84.500616	10.322766
NA_NA_LOC123772219	11.617436	9.882111	6.514045	4.272886	14.145939	12.349342	4.594225	0.90045	7.276106	5.5898	5.082213	2.62757	1.455599	1.613946	1.82402
NA_NA_LOC123772258	0	0	0	1.416342	4.503964	2.35923	0	0.710088	0.143766	0.670193	1.121412	0	1.182484	0.728031	1.801625
stl_FBgn0086408_LOC123772272	0	0.36636	0.048614	3.45142	23.71427	11.660466	0	0.050505	0	1.12785	0	0	1.130838	2.54274	4.035781
NA_NA_LOC123772292	13.97567	3.4939	9.81784	3.923132	2.870646	3.831986	6.756416	16.522367	7.192511	13.047602	79.396545	4.314041	7.137888	4.742722	8.555339
Cpr47Ef_FBgn0033603_LOC123772309	0	0	0	0	3.087347	0.782428	0	0	0	0	122.929611	0	0	0	0
NA_NA_LOC123772310	0	0	0	3.326828	4.899752	2.964053	0	0	0	0.937114	14.149068	0	12.456021	23.416633	7.031907
Lcp4_FBgn0002535_LOC123772321	19.529971	40.140941	0	0.724158	0	1.505415	0	0	0	0	117.796424	0	0	0.844816	0.678041
Cpr67Fb_FBgn0036110_LOC123772322	207.390927	1135.338729	0.894538	5.420588	1.649171	10.595304	0	0	4.248019	4.742753	320.783344	0.294031	3.242573	2.937926	3.662999
Cpr67Fb_FBgn0036110_LOC123772323	5.018587	272.916909	0	1.054012	0	1.710126	0	0	0.322046	0	323.235891	0	0	0.819063	0
Cpr67Fb_FBgn0036110_LOC123772324	1739.152518	4635.54108	9.958653	60.084425	19.526121	112.319342	4.558659	0	17.235392	29.822521	1205.373393	0	47.577224	23.838799	75.234906
Cpr65Eb_FBgn0035736_LOC123772325	455.463538	390.150226	0.893143	7.58421	1.764804	26.412729	0	0	1.87927	1.510983	737.764411	0	4.731846	6.452084	5.751171
Cpr49Aa_FBgn0050045_LOC123772329	6.742151	6.915125	0	0.376359	0	0.646249	0	0	0	0	0.660313	0	0.155511	0.217338	0.71252
